UNIQUE_IDENTIFICATION_NUMBER_OF_THE_INSTITUTION,Percent of American Indian or Alaska Native Undergraduates,Percent of Two or More Races Undergraduates,Percent of Asian Undergraduates,Percent of Black or African American Undergraduates,Percent of Latino Undergraduates,Percent of Native Hawaiian or Other Pacific Islander Undergraduates,Percent of White Undergraduates,Percent of Undergraduates Race-Ethnicity Unknown,Percent of Nonresident Undergraduates,Percent of Bachelor Degrees American Indian or Alaska Native Men,Percent of Bachelor Degrees American Indian or Alaska Native Total,Percent of Bachelor Degrees American Indian or Alaska Native Women,Percent of Bachelor Degrees Asian Men,Percent of Bachelor Degrees Asian Total,Percent of Bachelor Degrees Asian Women,Percent of Bachelor Degrees Black or African American Men,Percent of Bachelor Degrees Black or African American Total,Percent of Bachelor Degrees Black or African American Women,Percent of Bachelor Degrees Latino Men,Percent of Bachelor Degrees Latino Total,Percent of Bachelor Degrees Latina Women,Percent of Bachelor Degrees Native Hawaiian or Other Pacific Islander Men,Percent of Bachelor Degrees Native Hawaiian or Other Pacific Islander Total,Percent of Bachelor Degrees Native Hawaiian or Other Pacific Islander Women,Percent of Bachelor Degrees Women,Percent of Bachelor Degrees Men,Percent of Bachelor Degrees White Total,Percent of Bachelor Degrees White Men,Percent of Bachelor Degrees White Women,"Percent of Bachelor Degrees Awarded in Science, Technology, Engineering, and Math",Percent of Bachelor Degrees Awarded in Arts and Humanities,Percent of Bachelor Degrees Awarded in Education,Percent of Bachelor Degrees Awarded in Social Sciences,Percent of Bachelor Degrees Awarded in Health Sciences,Percent of Bachelor Degrees Awarded in Business,Median Earnings of Students Working and Not Enrolled 10 Years After Entry,Median Debt for Dependent Students,Median Debt for Independent Students,Percent of Part-Time Undergraduates,"Average In-State Tuition for First-Time, Full-Time Undergraduates","Out-of-State Average Tuition for First-Time, Full-Time Undergraduates","Average Amount of Loans Awarded to First-Time, Full-Time Undergraduates","Average Amount of Federal Grant Aid Awarded to First-Time, Full-Time Undergraduates","Average Amount of Institutional Grant Aid Awarded to First-Time, Full-Time Undergraduates",Number of Undergraduates Enrolled
134811,0.0,1.0,1.0,17.0,32.0,0.0,28.0,5.0,68.0,0.0,0.011299,0.011299,0.0,0.022599,0.022599,0.045198,0.112994,0.067797,0.158192,0.338983,0.180791,0.0,0.00565,0.00565,0.677966,0.322034,0.141243,0.056497,0.084746,0.169492,0.0,0.0,0.0,0.0,0.169492,47921.5,15556.0,13000.0,0.278,19260.0,19260.0,8768.0,5698.0,2341.0,535.0
135294,1.0,0.0,0.0,57.0,30.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.2094,,,,3379.0,590.0,156.0
135337,0.0,4.0,1.0,38.0,15.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3666.0,6333.0,0.3304,,,5602.0,3620.0,,50.0
135407,0.0,4.0,1.0,11.0,35.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0282,,,,2876.0,502.0,1041.0
135717,0.0,1.0,1.0,14.0,72.0,0.0,5.0,,,0.0,0.0,0.0,0.005755,0.010791,0.005036,0.061871,0.194964,0.133094,0.257554,0.661871,0.404317,0.0,0.0,0.0,0.615827,0.384173,0.051799,0.020144,0.031655,0.102878,0.0,0.061151,0.0,0.210072,0.399281,36041.0,5500.0,10000.0,0.5314,1987.0,7947.0,5125.0,6483.0,2338.0,18565.0
136303,0.0,0.0,4.0,52.0,27.0,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.1749,,,,2171.0,3230.0,123.0
136400,0.0,0.0,4.0,7.0,12.0,0.0,60.0,,,0.004464,0.004464,0.0,0.004464,0.03125,0.026786,0.017857,0.066964,0.049107,0.035714,0.165179,0.129464,0.004464,0.004464,0.0,0.723214,0.276786,0.678571,0.200893,0.477679,0.0,0.0,0.0,0.0,0.361607,0.638393,36041.0,5500.0,9500.0,0.5896,2297.0,9272.0,4536.0,5656.0,1866.0,2962.0
136473,1.0,7.0,2.0,18.0,9.0,0.0,62.0,,,0.0,0.0,0.0,0.004082,0.008163,0.004082,0.02449,0.110204,0.085714,0.012245,0.077551,0.065306,0.004082,0.012245,0.008163,0.693878,0.306122,0.722449,0.24898,0.473469,0.138776,0.0,0.0,0.0,0.171429,0.689796,36041.0,3500.0,5981.0,0.5622,1890.0,7558.0,2584.0,5418.0,2102.0,3174.0
136765,0.0,0.0,1.0,18.0,48.0,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.1397,3888.0,10368.0,,4459.0,750.0,287.0
136774,0.0,5.0,10.0,3.0,13.0,0.0,44.0,,,0.0,0.0,0.0,0.01634,0.098039,0.081699,0.01634,0.035948,0.019608,0.042484,0.166667,0.124183,0.0,0.0,0.0,0.751634,0.248366,0.48366,0.120915,0.362745,0.0,0.0,0.0,0.0,0.0,0.0,47921.5,27000.0,32500.0,0.0216,46600.0,46600.0,12755.0,5012.0,12655.0,1635.0
137096,0.0,4.0,4.0,12.0,21.0,0.0,54.0,,,0.0,0.0,0.0,0.013115,0.045902,0.032787,0.045902,0.127869,0.081967,0.062295,0.154098,0.091803,0.0,0.0,0.0,0.632787,0.367213,0.593443,0.193443,0.4,0.131148,0.0,0.088525,0.0,0.44918,0.298361,36041.0,5700.0,10500.0,0.5606,1872.0,7418.0,2295.0,2745.0,2157.0,5347.0
137315,0.0,2.0,2.0,10.0,39.0,0.0,41.0,,,0.0,0.0,0.0,0.02439,0.02439,0.0,0.02439,0.073171,0.04878,0.073171,0.317073,0.243902,0.0,0.0,0.0,0.756098,0.243902,0.560976,0.121951,0.439024,0.0,0.0,0.195122,0.0,0.121951,0.682927,36041.0,4500.0,6322.0,0.58,3135.0,11829.0,4582.0,6004.0,1057.0,1044.0
137962,1.0,3.0,3.0,22.0,20.0,0.0,45.0,,,0.033333,0.033333,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.133333,0.033333,0.0,0.0,0.0,0.533333,0.466667,0.4,0.133333,0.266667,0.0,0.0,0.166667,0.0,0.0,0.166667,47921.5,9500.0,15600.0,0.1857,15200.0,15200.0,7165.0,5583.0,3442.0,161.0
139393,1.0,6.0,2.0,3.0,1.0,0.0,85.0,0.0,10.0,0.0,0.0,0.0,0.0,0.018349,0.018349,0.013761,0.027523,0.013761,0.022936,0.027523,0.004587,0.0,0.0,0.0,0.573394,0.426606,0.862385,0.348624,0.513761,0.114679,0.0,0.073394,0.105505,0.0,0.087156,47921.5,,,0.0487,36700.0,36700.0,8399.0,6333.0,22674.0,804.0
140872,0.0,3.0,1.0,15.0,10.0,0.0,66.0,4.0,2.0,0.003546,0.003546,0.0,0.010638,0.01773,0.007092,0.106383,0.152482,0.046099,0.06383,0.106383,0.042553,0.0,0.0,0.0,0.489362,0.510638,0.599291,0.265957,0.333333,0.042553,0.0,0.092199,0.021277,0.124113,0.322695,47921.5,12000.0,15306.0,0.0942,25180.0,25180.0,6517.0,4410.0,12739.0,993.0
141015,1.0,5.0,1.0,13.0,8.0,0.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,17000.0,28190.0,0.0112,,,9087.0,4425.0,,141.0
141060,1.0,0.0,0.0,97.0,0.0,0.0,1.0,,,0.0,0.016495,0.016495,0.0,0.0,0.0,0.0,0.975258,0.975258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.146392,0.0,0.035052,0.212371,0.086598,0.0,47921.5,22796.0,26413.0,0.034,25249.0,25249.0,6553.0,5272.0,7376.0,2363.0
141334,0.0,4.0,1.0,34.0,9.0,0.0,49.0,3.0,1.0,0.0,0.001087,0.001087,0.002717,0.011413,0.008696,0.118478,0.368478,0.25,0.016304,0.071196,0.054891,0.000543,0.000543,0.0,0.664674,0.335326,0.4875,0.176087,0.311413,0.06087,0.0,0.063043,0.143478,0.171196,0.223913,47921.5,14435.0,12500.0,0.2101,4371.0,15426.0,5748.0,6173.0,5619.0,6781.0
141802,0.0,30.0,24.0,1.0,15.0,5.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.6576,3144.0,8280.0,3550.0,2989.0,1937.0,246.0
142276,2.0,3.0,2.0,1.0,13.0,0.0,72.0,5.0,4.0,0.003894,0.016355,0.012461,0.006231,0.012461,0.006231,0.006231,0.009346,0.003115,0.038162,0.119938,0.081776,0.000779,0.002336,0.001558,0.619159,0.380841,0.716511,0.250779,0.465732,0.067757,0.052181,0.065421,0.05919,0.313863,0.115265,47921.5,11000.0,15750.0,0.2032,5928.0,23382.0,5293.0,2668.0,5363.0,5505.0
142416,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,11750.0,14000.0,0.0,,,9500.0,5500.0,250.0,11.0
142489,5.0,9.0,0.0,0.0,9.0,0.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,6000.0,10500.0,0.0,,,7300.0,5796.0,,43.0
143118,0.0,3.0,3.0,5.0,38.0,0.0,43.0,5.0,0.0,0.000873,0.000873,0.0,0.013962,0.034904,0.020942,0.02356,0.059337,0.035777,0.102967,0.30192,0.198953,0.0,0.0,0.0,0.644852,0.355148,0.511344,0.178883,0.332461,0.018325,0.018325,0.068063,0.009599,0.240838,0.230366,47921.5,15000.0,20673.0,0.0757,26400.0,26400.0,5739.0,6534.0,13155.0,3779.0
144281,0.0,5.0,4.0,15.0,24.0,0.0,47.0,1.0,23.0,0.0,0.000749,0.000749,0.023221,0.055431,0.03221,0.050936,0.135581,0.084644,0.062921,0.16779,0.104869,0.001498,0.002247,0.000749,0.600749,0.399251,0.53633,0.228464,0.307865,0.005243,0.002247,0.002996,0.0,0.0,0.036704,47921.5,17750.0,23125.0,0.0627,26610.0,26610.0,7202.0,4243.0,15018.0,6124.0
144573,1.0,8.0,1.0,36.0,8.0,0.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8104.0,7307.0,0.9048,,,7375.0,6345.0,,87.0
145275,,,,,,,,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145309,0.0,0.0,0.0,4.0,0.0,0.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,5532.0,4888.0,,48.0
145372,0.0,4.0,0.0,13.0,5.0,0.0,61.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09434,0.132075,0.037736,0.056604,0.084906,0.028302,0.0,0.0,0.0,0.504717,0.495283,0.693396,0.301887,0.391509,0.09434,0.0,0.198113,0.0,0.0,0.169811,47921.5,16750.0,13035.0,0.0794,29260.0,29260.0,7642.0,5864.0,16049.0,808.0
145497,0.0,1.0,0.0,0.0,4.0,0.0,94.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702703,0.297297,0.972973,0.297297,0.675676,0.0,0.0,0.027027,0.0,0.189189,0.351351,47921.5,,,0.1845,13400.0,13400.0,5500.0,5899.0,11404.0,67.0
145521,1.0,3.0,2.0,9.0,5.0,0.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5421.0,7351.0,0.4168,5856.0,5856.0,3684.0,3827.0,2313.0,581.0
145600,0.0,3.0,21.0,7.0,35.0,0.0,24.0,3.0,19.0,0.000396,0.000396,0.0,0.105701,0.216548,0.110847,0.029097,0.075812,0.046714,0.123317,0.295329,0.172011,0.000198,0.000396,0.000198,0.531473,0.468527,0.306215,0.150435,0.15578,0.120348,0.000198,0.025732,0.051663,0.121536,0.1538,47921.5,13350.0,19054.0,0.0849,12253.0,27020.0,6873.0,5232.0,5450.0,20071.0
145682,0.0,5.0,2.0,11.0,5.0,0.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5250.0,6007.0,0.5809,9236.0,11497.0,5116.0,3457.0,2909.0,2187.0
146472,0.0,3.0,5.0,7.0,45.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4500.0,6481.0,0.6127,9016.0,12208.0,4545.0,5005.0,1769.0,3800.0
146685,1.0,7.0,1.0,10.0,4.0,0.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5500.0,8470.0,0.5602,6456.0,9684.0,4508.0,3729.0,3700.0,1758.0
146719,0.0,5.0,13.0,6.0,19.0,0.0,53.0,5.0,4.0,0.0,0.001193,0.001193,0.041455,0.130629,0.089174,0.012526,0.039964,0.027438,0.041754,0.131822,0.090069,0.000596,0.001789,0.001193,0.687444,0.312556,0.558604,0.173874,0.38473,0.149717,0.0,0.019386,0.079034,0.169102,0.215926,47921.5,19500.0,22000.0,0.0526,46410.0,46410.0,8374.0,3497.0,23123.0,11205.0
146977,,,,,,,,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147378,0.0,2.0,3.0,10.0,27.0,0.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5500.0,9273.0,0.4943,7584.0,8800.0,4523.0,8731.0,5154.0,3808.0
147776,0.0,2.0,9.0,11.0,42.0,0.0,23.0,5.0,3.0,0.001485,0.002227,0.000742,0.048255,0.098738,0.050483,0.031923,0.086117,0.054195,0.123237,0.374907,0.25167,0.000742,0.002227,0.001485,0.622866,0.377134,0.292502,0.12101,0.171492,0.078693,0.081663,0.107647,0.046771,0.012621,0.240535,47921.5,9500.0,13300.0,0.4168,10091.0,20182.0,6190.0,5269.0,2957.0,2657.0
148292,0.0,3.0,1.0,18.0,4.0,0.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3745.0,5000.0,0.6249,8670.0,18840.0,4988.0,2673.0,2887.0,533.0
148380,0.0,2.0,4.0,10.0,25.0,0.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,4500.0,5995.0,0.5779,8400.0,17040.0,4170.0,5892.0,1628.0,2431.0
148937,0.0,3.0,0.0,3.0,2.0,0.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.2809,5160.0,5400.0,,3586.0,1873.0,450.0
149365,1.0,3.0,1.0,56.0,22.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.6762,10500.0,12150.0,,5554.0,3208.0,715.0
149781,0.0,6.0,10.0,3.0,7.0,0.0,69.0,3.0,14.0,0.0,0.001733,0.001733,0.041594,0.088388,0.046794,0.006932,0.024263,0.017331,0.02253,0.051993,0.029463,0.0,0.0,0.0,0.587522,0.412478,0.731369,0.308492,0.422877,0.057192,0.0,0.057192,0.17851,0.055459,0.110919,47921.5,,,0.0148,40570.0,40570.0,6575.0,2319.0,21054.0,2202.0
151102,0.0,4.0,4.0,5.0,8.0,0.0,75.0,1.0,23.0,0.000904,0.000904,0.0,0.016275,0.034358,0.018083,0.020796,0.052441,0.031646,0.034358,0.073237,0.038879,0.0,0.0,0.0,0.544304,0.455696,0.75859,0.344485,0.414105,0.060579,0.075949,0.129295,0.018987,0.084991,0.187161,47921.5,10500.0,16000.0,0.1832,7703.0,20111.0,5158.0,4385.0,2721.0,4752.0
151360,0.0,4.0,3.0,16.0,27.0,0.0,48.0,3.0,1.0,0.001832,0.001832,0.0,0.016484,0.043956,0.027473,0.031136,0.144689,0.113553,0.058608,0.238095,0.179487,0.0,0.0,0.0,0.747253,0.252747,0.534799,0.131868,0.40293,0.047619,0.080586,0.069597,0.016484,0.305861,0.124542,47921.5,10500.0,17750.0,0.2499,7170.0,20277.0,5027.0,3641.0,2258.0,2206.0
151607,1.0,9.0,1.0,24.0,13.0,1.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4230.0,6333.0,0.4,,,6333.0,4230.0,,71.0
151786,0.0,4.0,3.0,14.0,9.0,0.0,62.0,4.0,1.0,0.0,0.0,0.0,0.007752,0.026357,0.018605,0.027907,0.097674,0.069767,0.020155,0.043411,0.023256,0.0,0.0,0.0,0.72093,0.27907,0.770543,0.203101,0.567442,0.049612,0.004651,0.04031,0.018605,0.564341,0.134884,47921.5,18000.0,21100.0,0.0792,36600.0,36600.0,6704.0,4312.0,23104.0,2385.0
151810,0.0,3.0,0.0,87.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.038462,0.038462,0.153846,0.923077,0.769231,0.0,0.0,0.0,0.0,0.0,0.0,0.807692,0.192308,0.038462,0.038462,0.0,0.0,0.076923,0.115385,0.0,0.115385,0.269231,47921.5,10625.0,24750.0,0.5176,12840.0,12840.0,8631.0,5301.0,1537.0,85.0
151865,,,,,,,,0.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151962,0.0,2.0,0.0,13.0,0.0,0.0,51.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.178571,0.25,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.428571,0.571429,0.75,0.392857,0.357143,0.0,0.0,0.0,0.0,0.0,0.0,36041.0,9834.0,12500.0,0.0,15960.0,15960.0,6250.0,3454.0,100.0,271.0
152044,0.0,1.0,0.0,44.0,24.0,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.6484,,,6094.0,4361.0,,35.0
152275,0.0,10.0,3.0,50.0,5.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4750.0,6333.0,0.329,,,6507.0,3509.0,,88.0
152309,0.0,4.0,0.0,21.0,2.0,0.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,9487.0,13000.0,0.0337,,,6156.0,4387.0,,88.0
152567,0.0,3.0,2.0,4.0,7.0,0.0,81.0,40.0,0.0,0.002208,0.006623,0.004415,0.004415,0.019868,0.015453,0.019868,0.02649,0.006623,0.02649,0.04415,0.01766,0.0,0.0,0.0,0.377483,0.622517,0.825607,0.516556,0.309051,0.280353,0.015453,0.075055,0.0,0.0,0.152318,47921.5,19000.0,12460.0,0.0089,33650.0,33650.0,8893.0,4869.0,20221.0,2259.0
152673,0.0,4.0,1.0,4.0,10.0,0.0,76.0,,,0.0,0.0,0.0,0.011236,0.011236,0.0,0.05618,0.05618,0.0,0.05618,0.05618,0.0,0.0,0.0,0.0,0.0,1.0,0.797753,0.797753,0.0,0.078652,0.0,0.0,0.224719,0.0,0.0,47921.5,,,0.0,45000.0,45000.0,6930.0,5416.0,35028.0,837.0
152798,0.0,1.0,2.0,1.0,1.0,0.0,85.0,4.0,0.0,0.0,0.0,0.0,0.006369,0.012739,0.006369,0.012739,0.019108,0.006369,0.006369,0.012739,0.006369,0.0,0.0,0.0,0.872611,0.127389,0.859873,0.082803,0.77707,0.0,0.0,0.0,0.0,1.0,0.0,47921.5,14668.0,21786.0,0.1176,18956.0,18956.0,,,,280.0
153214,0.0,2.0,4.0,5.0,8.0,0.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5500.0,8875.0,0.5106,5220.0,10440.0,4717.0,4436.0,2054.0,5414.0
153773,0.0,0.0,2.0,7.0,5.0,0.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,6332.0,0.0,,,7032.0,6108.0,760.0,44.0
153834,0.0,2.0,2.0,3.0,7.0,0.0,75.0,,,0.0,0.0,0.0,0.005025,0.022613,0.017588,0.002513,0.005025,0.002513,0.027638,0.060302,0.032663,0.0,0.005025,0.005025,0.60804,0.39196,0.786432,0.296482,0.48995,0.095477,0.0,0.040201,0.077889,0.123116,0.10804,47921.5,,,0.0139,46130.0,46130.0,7832.0,2071.0,31642.0,1717.0
153861,2.0,1.0,2.0,7.0,11.0,0.0,42.0,9.0,54.0,0.0,0.0,0.0,0.0,0.014925,0.014925,0.022388,0.059701,0.037313,0.007463,0.074627,0.067164,0.0,0.0,0.0,0.664179,0.335821,0.253731,0.119403,0.134328,0.037313,0.156716,0.0,0.0,0.029851,0.574627,47921.5,12484.0,13204.0,0.3836,16000.0,16000.0,8147.0,6136.0,8378.0,320.0
153977,0.0,1.0,6.0,11.0,8.0,0.0,70.0,,,0.0,0.0,0.0,0.006826,0.054608,0.047782,0.020478,0.095563,0.075085,0.010239,0.102389,0.09215,0.0,0.0,0.0,0.866894,0.133106,0.682594,0.085324,0.59727,0.0,0.0,0.0,0.0,1.0,0.0,47921.5,8250.0,12500.0,0.3958,19754.0,19754.0,7425.0,5989.0,1086.0,535.0
154059,0.0,2.0,1.0,3.0,7.0,0.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5639.0,7500.0,0.2285,5153.0,7729.0,4931.0,2673.0,2865.0,1173.0
154129,1.0,1.0,1.0,3.0,8.0,0.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5500.0,10000.0,0.3043,5490.0,5790.0,5459.0,2784.0,2420.0,562.0
154165,0.0,0.0,0.0,10.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,7999.0,6440.0,3063.0,10.0
153630,1.0,0.0,2.0,10.0,10.0,0.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5500.0,9500.0,0.3874,5820.0,5970.0,5902.0,5097.0,4202.0,2427.0
154235,0.0,4.0,3.0,5.0,10.0,0.0,73.0,3.0,1.0,0.0,0.0,0.0,0.001852,0.011111,0.009259,0.007407,0.027778,0.02037,0.035185,0.085185,0.05,0.0,0.0,0.0,0.596296,0.403704,0.764815,0.290741,0.474074,0.062963,0.0,0.068519,0.025926,0.166667,0.192593,47921.5,18863.0,22287.0,0.0518,33290.0,33290.0,8692.0,5228.0,20041.0,2121.0
154518,1.0,2.0,1.0,9.0,3.0,0.0,45.0,36.0,0.0,0.001852,0.003704,0.001852,0.009259,0.016667,0.007407,0.038889,0.061111,0.022222,0.033333,0.051852,0.018519,0.001852,0.001852,0.0,0.385185,0.614815,0.290741,0.157407,0.133333,0.088889,0.0,0.027778,0.0,0.074074,0.357407,47921.5,9500.0,12447.0,0.3598,22434.0,22434.0,5857.0,3608.0,11864.0,1452.0
154572,1.0,3.0,2.0,4.0,21.0,0.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,8441.0,0.4194,3912.0,3936.0,4727.0,3397.0,1471.0,1689.0
154590,1.0,4.0,1.0,17.0,11.0,1.0,55.0,3.0,12.0,0.0,0.010417,0.010417,0.0,0.010417,0.010417,0.088542,0.130208,0.041667,0.052083,0.098958,0.046875,0.0,0.005208,0.005208,0.557292,0.442708,0.619792,0.25,0.369792,0.0625,0.0,0.166667,0.078125,0.026042,0.192708,47921.5,12000.0,18453.0,0.0463,27200.0,27200.0,7515.0,6335.0,13596.0,1210.0
154712,0.0,4.0,1.0,2.0,11.0,0.0,78.0,9.0,2.0,0.002564,0.002564,0.0,0.005128,0.010256,0.005128,0.015385,0.017949,0.002564,0.030769,0.079487,0.048718,0.002564,0.002564,0.0,0.587179,0.412821,0.820513,0.328205,0.492308,0.076923,0.002564,0.058974,0.074359,0.079487,0.217949,47921.5,19000.0,22940.0,0.0056,31830.0,31830.0,6508.0,4855.0,18536.0,2060.0
154721,0.0,5.0,1.0,19.0,17.0,1.0,52.0,,,0.0,0.007463,0.007463,0.007463,0.007463,0.0,0.044776,0.067164,0.022388,0.119403,0.238806,0.119403,0.0,0.007463,0.007463,0.597015,0.402985,0.537313,0.19403,0.343284,0.141791,0.0,0.141791,0.007463,0.0,0.186567,47921.5,9500.0,12500.0,0.0067,29200.0,29200.0,6993.0,5586.0,18411.0,687.0
154800,1.0,0.0,5.0,8.0,15.0,0.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5500.0,9500.0,0.5284,2900.0,4700.0,4524.0,2703.0,1908.0,2931.0
154907,0.0,4.0,1.0,4.0,8.0,0.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5500.0,7233.0,0.265,2430.0,2520.0,4201.0,3813.0,2509.0,585.0
154952,2.0,7.0,1.0,5.0,12.0,0.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,4850.0,6823.0,0.3324,2040.0,3480.0,3632.0,3099.0,3902.0,1308.0
154998,1.0,2.0,1.0,8.0,42.0,0.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5024.0,7000.0,0.3041,1410.0,1710.0,4380.0,4701.0,3336.0,828.0
155186,2.0,7.0,2.0,11.0,5.0,0.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,7771.0,0.4003,1810.0,1810.0,3128.0,4537.0,2354.0,897.0
155335,1.0,4.0,6.0,3.0,6.0,0.0,75.0,2.0,1.0,0.0,0.013652,0.013652,0.020478,0.054608,0.03413,0.030717,0.044369,0.013652,0.027304,0.122867,0.095563,0.0,0.0,0.0,0.645051,0.354949,0.686007,0.245734,0.440273,0.153584,0.0,0.167235,0.010239,0.197952,0.136519,47921.5,12500.0,20446.0,0.0727,32400.0,32400.0,1082.0,2475.0,22268.0,832.0
156189,0.0,0.0,0.0,3.0,1.0,0.0,93.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472973,0.527027,0.959459,0.5,0.459459,0.202703,0.013514,0.148649,0.040541,0.013514,0.135135,47921.5,9233.0,9125.0,0.007,12000.0,12000.0,4015.0,4807.0,4961.0,580.0
156310,0.0,7.0,5.0,16.0,4.0,2.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,7917.0,0.1145,,,7460.0,5024.0,,245.0
156338,0.0,4.0,3.0,7.0,7.0,0.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5552.0,9273.0,0.4759,4296.0,15048.0,4150.0,5029.0,2751.0,1426.0
156356,1.0,0.0,3.0,11.0,7.0,0.0,64.0,6.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.015625,0.015625,0.109375,0.09375,0.023438,0.09375,0.070313,0.0,0.015625,0.015625,0.773438,0.226563,0.578125,0.15625,0.421875,0.054688,0.046875,0.054688,0.015625,0.046875,0.164063,47921.5,11000.0,27000.0,0.1308,26000.0,26000.0,5446.0,4865.0,18008.0,619.0
156541,0.0,0.0,0.0,1.0,0.0,0.0,21.0,56.0,32.0,0.001441,0.004323,0.002882,0.005764,0.005764,0.0,0.004323,0.010086,0.005764,0.005764,0.011527,0.005764,0.0,0.0,0.0,0.632565,0.367435,0.157061,0.057637,0.099424,0.06196,0.059078,0.074928,0.002882,0.148415,0.221902,47921.5,10500.0,7812.0,0.1764,9875.0,9875.0,6197.0,4413.0,4043.0,3638.0
156921,0.0,5.0,4.0,20.0,10.0,0.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,8481.0,0.6285,4296.0,15048.0,4809.0,4875.0,3180.0,2889.0
157058,0.0,3.0,0.0,63.0,2.0,0.0,7.0,19.0,10.0,0.0,0.006494,0.006494,0.0,0.0,0.0,0.350649,0.688312,0.337662,0.032468,0.064935,0.032468,0.006494,0.006494,0.0,0.532468,0.467532,0.155844,0.071429,0.084416,0.071429,0.077922,0.155844,0.038961,0.064935,0.188312,47921.5,13750.0,16750.0,0.1713,7700.0,11550.0,6209.0,7634.0,2508.0,1339.0
